index,Gênero,Idoso,Parceiro,Dependentes,Fidelidade,Churn,Internet,Segurança Online,Backup Online,Proteção no Dispositivo,Suporte Técnico,TV a Cabo,Streaming de Filmes,Serviço Telefônico,Diversas Linhas de Telefone,Contrato,Fatura Online,Método de Pagamento,Despesa Mensal,Despesa Total,Gasto Diário
1431,Female,1,Sim,Não,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),96.6,6827.5,3.12
1432,Female,0,Sim,Não,21,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,86.5,1808.7,2.74
1433,Male,0,Não,Não,5,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,69.75,324.6,1.8
1434,Female,0,Sim,Não,37,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Bank transfer (automatic),19.5,805.2,0.71
1435,Female,0,Não,Não,29,Não,DSL,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),71.0,2080.1,2.31
1436,Female,0,Sim,Não,64,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,111.15,6953.4,3.57
1437,Male,0,Não,Não,46,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.05,902.0,0.64
1438,Female,1,Não,Não,7,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),76.45,503.6,2.1
1439,Female,1,Não,Não,23,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,79.35,1835.3,2.55
1440,Male,0,Sim,Não,68,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),25.25,1728.2,0.83
1441,Female,0,Sim,Não,41,Não,DSL,Não,Sim,Não,Sim,Não,Não,Não,Sem serviço telefônico,Um ano,Não,Pagamento físico,35.45,1391.65,1.1
1442,Male,0,Sim,Sim,2,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),89.55,185.55,2.06
1443,Female,0,Não,Sim,17,Não,Fibra ótica,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),92.7,1556.85,2.88
1444,Male,0,Sim,Sim,55,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),19.35,1153.25,0.69
1445,Female,0,Sim,Sim,5,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,49.4,232.55,1.29
1446,Female,0,Sim,Não,68,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Credit card (automatic),70.9,4911.35,2.37
1447,Male,1,Sim,Não,7,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,75.4,533.05,2.22
1448,Female,0,Não,Não,6,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,69.25,418.4,1.99
1449,Female,1,Não,Não,41,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,104.4,4133.95,3.28
1450,Male,0,Não,Não,2,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,74.95,151.75,1.69
1451,Female,0,Não,Sim,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Não,Pagamento físico,25.4,25.4,0.42
1452,Male,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.25,20.25,0.34
1453,Male,0,Não,Não,3,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,107.95,318.6,2.66
1454,Male,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,45.6,45.6,0.76
1455,Male,0,Sim,Sim,29,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,89.2,2698.35,3.0
1456,Male,0,Sim,Não,17,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),96.65,1588.25,2.94
1457,Male,0,Sim,Não,37,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Bank transfer (automatic),20.35,697.65,0.61
1458,Female,0,Sim,Não,22,Não,DSL,Não,Sim,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,54.7,1178.75,1.71
1459,Female,0,Não,Não,68,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,88.15,6148.45,2.97
1460,Female,0,Sim,Sim,72,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,78.95,5730.15,2.62
1461,Female,0,Sim,Sim,30,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Não,Sem serviço telefônico,Mensal,Não,Credit card (automatic),51.2,1561.5,1.68
1462,Female,1,Não,Não,31,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,73.9,2217.15,2.31
1463,Female,0,Sim,Sim,16,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.35,275.9,0.54
1464,Male,0,Não,Não,65,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,25.75,1654.75,0.84
1465,Female,0,Sim,Não,5,Sim,DSL,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),67.95,350.3,1.95
1466,Female,0,Não,Não,55,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,73.1,4144.9,2.47
1467,Male,0,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Pagamento físico,50.75,50.75,0.85
1468,Female,0,Sim,Não,33,Não,Fibra ótica,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),95.0,3008.15,2.95
1469,Female,1,Não,Não,30,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,104.1,3121.1,3.36
1470,Male,0,Sim,Não,25,Não,DSL,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Credit card (automatic),55.55,1405.3,1.8
1471,Male,0,Não,Não,3,Sim,DSL,Sim,Sim,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Pagamento físico,35.45,106.85,0.89
1472,Female,0,Não,Não,4,Sim,DSL,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Credit card (automatic),50.7,151.3,1.01
1473,Male,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,21.1,21.1,0.35
1474,Female,0,Não,Não,14,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Pagamento físico,89.8,1129.1,2.51
1475,Male,0,Não,Não,25,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,70.95,1767.35,2.27
1476,Male,0,Não,Não,25,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.15,536.35,0.69
1477,Female,0,Sim,Não,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),115.55,8312.4,3.8
1478,Male,0,Não,Não,44,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Credit card (automatic),19.5,835.5,0.62
1479,Female,0,Não,Não,18,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,75.4,1380.4,2.42
1480,Female,1,Não,Não,7,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,84.35,609.65,2.54
1481,Female,0,Sim,Sim,59,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),72.1,4194.85,2.33
1482,Female,0,Sim,Não,70,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),84.8,5917.55,2.78
1483,Female,0,Sim,Sim,40,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Sim,Débito eletrônico,26.2,1077.5,0.88
1484,Female,0,Não,Sim,34,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),105.35,3688.6,3.51
1485,Female,0,Não,Não,5,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Pagamento físico,85.3,420.45,2.34
1486,Male,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,45.65,45.65,0.76
1487,Male,0,Sim,Sim,68,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Não,Sem serviço telefônico,Um ano,Não,Pagamento físico,44.8,2983.65,1.44
1488,Female,0,Sim,Sim,14,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Pagamento físico,19.7,263.65,0.59
1489,Male,0,Não,Não,19,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Mensal,Não,Pagamento físico,89.95,1682.4,2.8
1490,Female,0,Não,Não,4,Sim,DSL,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),68.65,261.25,1.74
1491,Female,0,Sim,Não,67,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Credit card (automatic),25.25,1733.15,0.85
1492,Female,1,Sim,Não,50,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Bank transfer (automatic),108.75,5431.9,3.55
1493,Male,0,Não,Não,43,Não,DSL,Sim,Não,Sim,Não,Não,Não,Não,Sem serviço telefônico,Um ano,Sim,Credit card (automatic),35.2,1463.7,1.11
1494,Male,0,Sim,Sim,59,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.3,1192.7,0.66
1495,Male,0,Não,Não,27,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),20.1,562.6,0.67
1496,Female,0,Sim,Sim,22,Sim,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,61.15,1422.05,2.06
1497,Female,0,Sim,Não,40,Não,DSL,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),63.9,2635.0,2.14
1498,Female,0,Sim,Não,37,Sim,Fibra ótica,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,99.2,3754.6,3.29
1499,Female,0,Não,Não,15,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,79.75,1111.85,2.32
1500,Female,0,Não,Não,28,Não,DSL,Não,Não,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),54.9,1505.15,1.73
1501,Male,0,Sim,Não,13,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Pagamento físico,75.3,989.45,2.36
1502,Male,0,Não,Não,5,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Credit card (automatic),20.05,95.55,0.53
1503,Male,0,Sim,Sim,54,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Dois anos,Sim,Credit card (automatic),65.65,3566.7,2.16
1504,Male,0,Sim,Sim,63,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),39.35,2395.05,1.25
1505,Female,0,Sim,Sim,20,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.05,406.05,0.64
1506,Female,0,Não,Sim,46,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Um ano,Sim,Bank transfer (automatic),105.2,4822.85,3.42
1507,Female,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,92.4,6786.1,3.1
1508,Female,0,Sim,Não,71,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),25.6,1888.25,0.87
1509,Male,0,Sim,Sim,32,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Credit card (automatic),19.45,674.55,0.68
1510,Female,1,Não,Não,71,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,105.9,7521.95,3.48
1511,Female,1,Não,Não,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Pagamento físico,89.85,6293.45,2.91
1512,Male,0,Sim,Não,71,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),65.15,4681.75,2.17
1513,Male,0,Não,Não,22,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,69.7,1490.4,2.16
1514,Female,0,Não,Não,12,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,96.0,1062.1,2.72
1515,Male,0,Sim,Sim,68,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),19.95,1303.25,0.63
1516,Male,0,Não,Não,2,Não,DSL,Sim,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,53.45,119.5,1.33
1518,Female,1,Não,Não,29,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),58.55,1718.95,1.91
1519,Female,0,Não,Não,7,Sim,DSL,Não,Sim,Não,Não,Não,Sim,Não,Sem serviço telefônico,Mensal,Sim,Credit card (automatic),40.1,293.3,1.22
1520,Male,0,Não,Não,12,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),79.95,1043.4,2.68
1521,Female,0,Não,Não,34,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Um ano,Não,Pagamento físico,55.0,1885.15,1.8
1522,Female,0,Sim,Não,22,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,79.2,1742.75,2.53
1523,Female,0,Não,Sim,15,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),85.9,1269.55,2.64
1524,Female,0,Sim,Não,40,Não,Fibra ótica,Não,Não,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),78.85,3126.85,2.54
1525,Female,0,Sim,Não,72,Não,Fibra ótica,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),94.45,6921.7,3.16
1526,Female,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Não,Não,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Débito eletrônico,49.2,3580.95,1.64
1527,Female,0,Não,Não,45,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Pagamento físico,73.55,3349.1,2.43
1528,Male,0,Sim,Sim,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Não,Bank transfer (automatic),111.95,8033.1,3.67
1529,Female,0,Sim,Não,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),89.3,6388.65,2.96
1530,Male,1,Sim,Não,18,Não,DSL,Sim,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),59.1,1011.05,1.77
1531,Female,0,Sim,Não,47,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,85.3,4045.65,2.81
1532,Female,1,Sim,Sim,68,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Débito eletrônico,53.0,3656.25,1.77
1533,Female,0,Não,Não,68,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Débito eletrônico,80.65,5330.2,2.57
1534,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,84.85,84.85,1.41
1535,Female,0,Sim,Não,34,Não,DSL,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),60.85,2003.6,1.91
1536,Female,0,Sim,Não,24,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,79.65,1928.7,2.57
1537,Male,1,Sim,Sim,58,Não,Fibra ótica,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Um ano,Sim,Bank transfer (automatic),89.85,5125.75,2.9
1538,Male,1,Não,Não,7,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,84.8,546.95,2.28
1539,Male,0,Não,Não,1,Sim,DSL,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,50.8,50.8,0.85
1540,Male,0,Não,Não,7,Sim,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,51.0,354.05,1.48
1541,Female,1,Sim,Não,37,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,90.0,3371.75,2.96
1542,Male,0,Sim,Sim,52,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,24.55,1331.05,0.84
1543,Female,0,Sim,Sim,45,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),20.0,886.4,0.64
1544,Male,0,Sim,Sim,43,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,24.25,1077.95,0.82
1545,Female,0,Sim,Sim,26,Não,Fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,81.95,2070.05,2.56
1546,Male,0,Não,Não,56,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito eletrônico,98.6,5581.05,3.26
1547,Female,0,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Bank transfer (automatic),25.25,25.25,0.42
1548,Female,0,Sim,Sim,68,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),85.3,5560.0,2.69
1549,Male,0,Sim,Sim,27,Não,DSL,Não,Sim,Sim,Não,Não,Sim,Não,Sem serviço telefônico,Um ano,Sim,Credit card (automatic),45.85,1246.4,1.48
1550,Male,0,Não,Não,9,Não,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,85.5,791.7,2.64
1551,Male,0,Não,Não,8,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,45.15,438.4,1.62
1552,Female,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Credit card (automatic),19.4,19.4,0.32
1553,Male,0,Sim,Sim,71,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),116.05,8297.5,3.84
1554,Female,0,Não,Não,15,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Bank transfer (automatic),19.4,289.3,0.6
1555,Female,0,Sim,Sim,70,Sim,Fibra ótica,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Bank transfer (automatic),93.9,6579.05,3.09
1556,Female,0,Sim,Sim,72,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),85.9,6110.75,2.79
1557,Female,0,Não,Não,21,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Bank transfer (automatic),99.15,1956.4,2.96
1558,Female,0,Não,Não,54,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,20.1,1079.45,0.65
1559,Female,0,Sim,Sim,8,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.5,162.15,0.6
1560,Female,0,Não,Não,24,Não,DSL,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Credit card (automatic),49.3,1233.25,1.64
1561,Female,0,Sim,Sim,48,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,19.55,883.35,0.6
1562,Female,0,Sim,Não,1,Sim,DSL,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Pagamento físico,55.2,55.2,0.92
1563,Female,0,Sim,Sim,5,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Mensal,Sim,Pagamento físico,24.3,132.25,0.73
1564,Male,0,Sim,Sim,17,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Não,Sem serviço telefônico,Um ano,Não,Credit card (automatic),44.45,792.15,1.47
1565,Male,0,Sim,Não,72,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Bank transfer (automatic),79.35,5753.25,2.63
1566,Female,0,Sim,Sim,72,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),103.2,7362.9,3.36
1567,Female,1,Não,Não,6,Não,DSL,Não,Não,Não,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,44.4,263.05,1.25
1568,Female,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Dois anos,Não,Credit card (automatic),79.2,5401.9,2.47
1569,Female,0,Sim,Sim,4,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Pagamento físico,50.85,239.55,1.6
1570,Male,0,Sim,Sim,62,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),20.65,1218.45,0.64
1571,Female,0,Não,Não,39,Sim,Fibra ótica,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Um ano,Sim,Débito eletrônico,95.55,3692.85,3.08
1572,Male,0,Sim,Sim,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,20.4,20.4,0.34
1573,Female,0,Sim,Não,51,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Um ano,Sim,Bank transfer (automatic),60.5,3145.15,2.02
1574,Male,0,Não,Não,58,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Bank transfer (automatic),103.25,6017.65,3.4
1575,Male,0,Não,Sim,38,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,81.85,3141.7,2.69
1576,Male,0,Não,Não,33,Não,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),80.1,2603.3,2.55
1577,Male,0,Não,Não,20,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.4,415.4,0.66
1578,Female,0,Sim,Sim,31,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),80.55,2471.6,2.57
1579,Female,0,Sim,Sim,20,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Bank transfer (automatic),105.85,2239.65,3.56
1580,Male,0,Sim,Sim,64,Não,Fibra ótica,Sim,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,81.05,5135.35,2.63
1581,Male,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),79.55,5810.9,2.65
1582,Male,0,Sim,Sim,9,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Um ano,Sim,Débito eletrônico,90.35,767.9,2.56
1583,Male,0,Não,Não,61,Não,Fibra ótica,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Não,Débito eletrônico,104.0,6363.45,3.42
1584,Male,0,Não,Sim,52,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Pagamento físico,85.15,4461.85,2.81
1585,Female,0,Sim,Sim,69,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),46.25,3121.4,1.49
1586,Female,0,Não,Não,1,Não,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Pagamento físico,79.15,79.15,1.32
1587,Male,0,Sim,Sim,68,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Bank transfer (automatic),72.95,4953.25,2.39
